,Education,EducationField,Gender,MaritalStatus,Age,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,Country,Attrition,BusinessTravel,Department,JobLevel,JobRole,MonthlyIncome,OverTime,PercentSalaryHike,TrainingTimesLastYear,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,RelationshipSatisfaction
539,College,Medical,Female,Married,38,0,0,10,3.0,Pensilvania,No,Travel_Rarely,Research & Development,3,Manufacturing Director,7756,Yes,19,6,Very High,Medium,,Very High
540,Master,Human Resources,Male,Divorced,37,0,2,7,4.0,Suecia,Yes,Travel_Rarely,Human Resources,1,Human Resources,2073,Yes,22,3,High,High,Low,Very High
541,,Medical,Male,Married,29,0,0,1,1.0,Delaware,No,Travel_Rarely,Human Resources,1,Human Resources,2804,No,11,3,Very High,Medium,Medium,Very High
542,Bachelor,Technical Degree,Female,Divorced,30,2,2,8,5.0,Wyoming,No,Travel_Rarely,Research & Development,1,Research Scientist,3204,No,14,3,Very High,High,Low,Very High
543,Master,Medical,Male,Divorced,26,0,2,5,2.0,Dakota del Norte,Yes,,Research & Development,1,Laboratory Technician,2373,Yes,13,2,Low,High,Medium,Very High
544,Doctor,Medical,Male,Single,50,4,8,32,1.0,Croacia,No,Travel_Frequently,Research & Development,4,Research Director,14411,Yes,13,2,High,Low,Very High,
545,Below College,Medical,Male,Single,55,3,1,31,7.0,Francia,No,Non-Travel,Research & Development,4,Manager,16756,No,15,3,High,Medium,Low,Medium
546,,Life Sciences,Male,Married,51,0,0,1,1.0,Delaware,No,,Research & Development,1,Research Scientist,2723,No,11,0,High,High,,Medium
547,Master,Other,Male,Single,42,0,0,14,3.0,Alabama,No,Travel_Rarely,Research & Development,2,Healthcare Representative,6781,No,23,6,Low,Medium,Very High,Medium
548,,Life Sciences,Male,Single,36,0,5,10,1.0,Alemania,No,,Research & Development,2,Laboratory Technician,5810,No,16,2,Low,Medium,Very High,High
549,Bachelor,Medical,Male,Married,28,0,0,1,1.0,Dakota del Sur,Yes,Travel_Rarely,Research & Development,1,Laboratory Technician,2408,Yes,17,3,High,High,Medium,High
550,Bachelor,Life Sciences,Female,Married,30,0,1,7,4.0,Delaware,Yes,Travel_Rarely,Research & Development,1,Research Scientist,2132,Yes,11,2,Low,High,High,Medium
551,College,Marketing,Male,Married,25,0,0,1,1.0,Pensilvania,Yes,Travel_Rarely,Sales,1,Sales Representative,2413,Yes,18,2,High,Medium,Medium,High
552,Master,Life Sciences,Male,Single,28,0,5,7,1.0,Oregón,No,Travel_Rarely,Sales,2,Sales Executive,5253,No,16,1,Medium,High,Very High,Very High
553,Master,Life Sciences,Female,Married,45,4,7,15,1.0,Maine,No,,Sales,2,Sales Executive,5593,No,13,2,Medium,Medium,High,Very High
554,,Marketing,Male,Married,35,0,1,10,1.0,Austria,No,Travel_Rarely,Sales,3,Sales Executive,7295,No,13,3,High,High,Medium,Low
555,Master,Life Sciences,Male,Single,40,1,0,15,3.0,Francia,Yes,Travel_Rarely,Research & Development,1,Laboratory Technician,2018,No,14,3,Very High,High,Low,Medium
556,,Life Sciences,Female,Divorced,43,0,0,9,1.0,Polonia,No,Travel_Frequently,Research & Development,2,Laboratory Technician,5257,No,11,3,High,Medium,,Medium
557,College,Life Sciences,Male,Married,29,0,3,10,1.0,Pensilvania,No,Travel_Rarely,Research & Development,1,Research Scientist,2700,No,24,3,High,Very High,High,High
558,Master,Marketing,Male,Single,35,0,3,16,0.0,Rumania,No,Travel_Rarely,Sales,2,Sales Executive,4312,No,14,2,High,Medium,Low,Medium
559,,Life Sciences,Female,Divorced,41,1,0,10,4.0,Alabama,Yes,Travel_Rarely,Research & Development,1,Laboratory Technician,2778,Yes,13,1,Medium,Low,Very High,High
560,Bachelor,Life Sciences,Male,Married,25,0,1,4,0.0,Países Bajos,No,Travel_Rarely,Sales,2,Sales Executive,4851,No,22,4,Very High,Very High,Medium,High
561,Bachelor,Technical Degree,Male,Single,32,0,1,4,1.0,Francia,No,Travel_Rarely,Research & Development,1,Research Scientist,2439,No,14,4,Very High,High,Low,Very High
562,Bachelor,Medical,Male,Single,53,4,5,35,4.0,Michigan,No,Travel_Rarely,Research & Development,4,Research Director,16598,No,12,2,Very High,Very High,,Medium
563,,Life Sciences,Female,Married,33,0,0,2,1.0,Noruega,No,,Research & Development,1,Research Scientist,2911,No,13,2,High,Medium,,High
564,Master,Medical,Male,Married,28,1,1,5,5.0,Croacia,Yes,Travel_Rarely,Research & Development,1,Research Scientist,3464,Yes,13,4,Low,Low,Very High,Very High
565,,Medical,Female,Married,46,0,1,13,4.0,Hawaii,Yes,Travel_Rarely,Research & Development,2,Healthcare Representative,8926,No,22,2,Very High,High,Medium,Very High
566,Master,Life Sciences,Female,Single,38,2,3,17,6.0,Croacia,No,Travel_Frequently,Research & Development,2,Manufacturing Director,5980,Yes,12,2,Low,Very High,Low,Very High
567,College,Life Sciences,Male,Divorced,25,0,0,6,1.0,Suiza,No,Non-Travel,Research & Development,2,Healthcare Representative,4000,No,12,2,Medium,Very High,,Very High
568,Bachelor,Medical,Male,Single,29,0,2,8,9.0,Países Bajos,No,Travel_Rarely,Sales,2,Sales Executive,5869,No,11,2,High,Medium,High,High
569,Below College,Life Sciences,Male,Married,35,0,2,4,0.0,Hungría,No,Travel_Rarely,Research & Development,1,Research Scientist,3506,Yes,14,3,High,High,High,Very High
570,Bachelor,Medical,Male,Divorced,43,0,0,18,5.0,Rhode Island,No,Travel_Rarely,Sales,3,Sales Executive,10798,No,13,5,High,Medium,Very High,High
571,College,Human Resources,Male,Married,34,0,1,4,0.0,Francia,No,Travel_Rarely,Human Resources,1,Human Resources,3737,No,19,1,High,High,Very High,High
572,Master,Marketing,Female,Married,32,0,7,14,1.0,Nuevo México,No,Travel_Rarely,Sales,3,Sales Executive,10422,No,19,3,High,High,Very High,High
573,Master,Medical,Male,Single,32,4,5,12,1.0,Polonia,No,Travel_Rarely,Sales,2,Sales Executive,5010,No,16,0,Medium,High,High,Low
574,Bachelor,Technical Degree,Male,Single,29,0,0,7,0.0,Croacia,Yes,Travel_Rarely,Research & Development,1,Research Scientist,2058,No,14,1,High,High,High,Very High
575,Below College,Life Sciences,Male,Married,30,0,8,10,1.0,Connecticut,No,Travel_Rarely,Research & Development,1,Research Scientist,2862,No,12,2,Medium,High,,Medium
576,Master,Life Sciences,Female,Single,38,1,0,10,0.0,Nueva Jersey,No,Travel_Rarely,Research & Development,2,Healthcare Representative,7625,No,13,4,Medium,Very High,Very High,High
577,College,Medical,Male,Divorced,27,0,0,5,1.0,Hungría,No,Travel_Rarely,Research & Development,1,Laboratory Technician,3816,No,11,2,Very High,High,Medium,Medium
578,,Marketing,Male,Single,51,0,0,11,0.0,Finlandia,No,,Sales,2,Sales Executive,5441,Yes,22,2,High,High,Very High,Very High
579,Master,Medical,Female,Married,52,0,0,31,,Delaware,No,Travel_Frequently,Research & Development,4,Manufacturing Director,13826,No,22,3,High,Medium,Very High,High
580,College,Life Sciences,Female,Single,33,2,6,15,1.0,Montana,No,Travel_Frequently,Research & Development,3,Research Director,13458,Yes,12,1,Low,High,Very High,High
581,Bachelor,Technical Degree,Female,Divorced,36,6,1,17,1.0,Hawaii,No,Travel_Rarely,Research & Development,3,Healthcare Representative,10096,No,13,2,High,High,High,Medium
582,Master,Medical,Female,Married,44,1,16,24,3.0,Finlandia,No,Travel_Rarely,Research & Development,3,Healthcare Representative,10248,No,14,4,Low,Medium,Very High,Very High
583,Master,Other,Female,Single,34,1,4,16,1.0,Luisiana,No,Travel_Rarely,Research & Development,2,Research Scientist,4809,No,14,3,Low,High,High,High
584,Master,Medical,Male,Married,26,0,6,8,1.0,Dakota del Sur,No,Travel_Rarely,Research & Development,1,Laboratory Technician,4420,No,22,2,Low,Very High,Very High,Medium
585,Bachelor,Life Sciences,Female,Married,37,0,7,14,1.0,Nebraska,No,Travel_Rarely,Research & Development,2,Manufacturing Director,6474,No,13,2,Very High,Medium,Very High,Medium
586,Master,Technical Degree,Female,Married,34,2,2,2,1.0,Dakota del Norte,Yes,Travel_Rarely,Human Resources,1,Human Resources,2742,No,15,0,Low,High,High,Very High
587,Master,Other,Female,Married,30,1,5,10,0.0,Maryland,No,Non-Travel,Sales,3,Sales Executive,8412,No,11,3,High,High,Low,High
588,Master,Life Sciences,Female,Single,54,0,3,20,3.0,Austria,No,Travel_Frequently,Research & Development,2,Research Scientist,4869,No,12,4,Very High,High,,Very High
589,Bachelor,Medical,Female,Divorced,31,2,0,4,8.0,Vermont,No,,Research & Development,1,Laboratory Technician,3978,No,12,0,Low,Very High,High,Medium
590,Below College,Technical Degree,Male,Single,26,0,1,7,0.0,Hungría,Yes,Travel_Frequently,Research & Development,1,Research Scientist,3102,No,22,2,High,High,Low,High
591,College,Medical,Female,Married,49,0,1,10,4.0,Alemania,No,Travel_Rarely,Research & Development,2,Laboratory Technician,4789,No,25,3,High,Medium,Low,Low
592,Below College,Medical,Male,Single,29,1,2,10,1.0,Arizona,No,Travel_Rarely,Research & Development,1,Laboratory Technician,4723,Yes,18,3,Medium,High,Low,Very High
593,,Technical Degree,Male,Single,36,0,2,10,4.0,Suiza,No,Travel_Rarely,Research & Development,2,Research Scientist,4485,No,12,2,High,High,Medium,Very High
594,,Medical,Female,Married,58,10,6,40,1.0,Minnesota,Yes,Travel_Rarely,Research & Development,3,Healthcare Representative,10312,No,12,3,Very High,High,,Very High
595,,Marketing,Male,Divorced,30,1,5,12,2.0,Carolina del Norte,No,Travel_Rarely,Sales,3,Sales Executive,7140,No,11,2,High,Medium,Low,Low
596,College,Medical,Male,Divorced,53,1,2,22,6.0,Finlandia,No,Travel_Rarely,Sales,4,Manager,14852,No,13,3,High,High,High,High
597,Master,Life Sciences,Female,Single,53,0,0,33,6.0,Suiza,No,Travel_Rarely,Research & Development,4,Research Director,14275,No,18,0,Very High,High,Very High,High
598,Master,Other,Female,Divorced,43,0,0,8,4.0,Rhode Island,No,Travel_Rarely,Research & Development,2,Healthcare Representative,4522,Yes,14,3,High,High,High,Very High
599,Bachelor,Life Sciences,Male,Single,39,0,2,21,2.0,España,No,Non-Travel,Research & Development,5,Manager,19431,No,13,3,Very High,High,Very High,High
600,,Technical Degree,Female,Divorced,36,1,5,17,2.0,Grecia,No,Travel_Rarely,Research & Development,3,Manufacturing Director,10252,Yes,21,2,High,Low,Low,High
601,Below College,Medical,Male,Married,22,2,1,2,1.0,Portugal,No,Travel_Rarely,Research & Development,1,Research Scientist,2323,No,24,6,High,High,,Low
602,College,Medical,Male,Divorced,34,1,1,3,0.0,República Checa,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2661,No,11,2,Medium,High,Very High,High
603,Master,Medical,Female,Divorced,32,1,1,9,5.0,Virginia Occidental,No,Non-Travel,Research & Development,2,Healthcare Representative,6667,No,18,6,High,High,Very High,Medium
604,Master,Life Sciences,Male,Married,36,0,2,5,1.0,Tennessee,No,Non-Travel,Research & Development,1,Laboratory Technician,2810,No,22,3,Low,Very High,Medium,Medium
605,Bachelor,Medical,Male,Single,28,1,0,6,0.0,Luisiana,No,Travel_Rarely,Sales,2,Sales Executive,8463,No,18,4,Very High,High,Low,Very High
606,Below College,Life Sciences,Male,Married,30,1,2,4,8.0,Alaska,No,Travel_Rarely,Sales,2,Sales Executive,5301,No,15,2,Very High,High,High,High
607,College,Life Sciences,Female,Married,29,0,0,1,1.0,Países Bajos,Yes,Travel_Rarely,Research & Development,1,Laboratory Technician,2319,Yes,11,1,Medium,Medium,Low,Very High
608,,Medical,Female,Married,37,0,1,17,2.0,Grecia,No,Travel_Rarely,Research & Development,1,Research Scientist,3920,No,14,2,High,Medium,Low,Low
609,Bachelor,Medical,Male,Married,32,0,6,10,1.0,Francia,No,Travel_Rarely,Sales,2,Sales Executive,6209,No,15,4,High,Very High,Very High,High
610,College,Technical Degree,Male,Single,48,0,0,7,5.0,Idaho,No,,Research & Development,1,Laboratory Technician,2559,No,11,4,Very High,Very High,Medium,High
611,College,Medical,Female,Married,29,1,0,6,1.0,Polonia,No,Travel_Rarely,Sales,2,Sales Executive,5561,No,14,5,Medium,High,High,
612,College,Life Sciences,Male,Married,38,3,5,13,3.0,Virginia,No,,Sales,2,Sales Executive,5249,No,18,0,Very High,Medium,Very High,Very High
613,Bachelor,Marketing,Male,Single,34,0,0,9,8.0,Nueva York,Yes,,Sales,2,Sales Executive,5304,Yes,13,3,Low,Very High,Very High,Medium
614,Bachelor,Life Sciences,Female,Married,33,0,0,4,0.0,Dinamarca,No,,Sales,2,Sales Executive,4302,No,17,3,Very High,High,Medium,High
615,Bachelor,Medical,Female,Divorced,28,0,0,6,0.0,Noruega,No,Travel_Rarely,Research & Development,2,Manufacturing Director,4877,No,21,5,Medium,Low,,Medium
616,Bachelor,Other,Male,Divorced,40,0,1,20,3.0,Hungría,No,Non-Travel,Sales,3,Sales Executive,10932,No,15,2,High,Low,Low,High
617,College,Marketing,Female,Single,41,0,1,4,1.0,Georgia,Yes,Travel_Rarely,Sales,1,Sales Representative,3140,Yes,22,5,Medium,High,Medium,Very High
618,Master,Medical,Male,Married,53,0,0,11,3.0,Austria,No,Travel_Rarely,Research & Development,3,Healthcare Representative,7005,No,15,2,Medium,Very High,Very High,High
619,Bachelor,Life Sciences,Male,Divorced,29,0,4,10,1.0,Alabama,No,Travel_Rarely,Sales,2,Sales Executive,8620,No,14,3,High,Medium,High,High
620,Doctor,Human Resources,Male,Married,31,0,0,2,0.0,Países Bajos,Yes,Travel_Rarely,Human Resources,1,Human Resources,2956,No,17,4,Very High,Very High,,High
621,Bachelor,Marketing,Male,Single,41,7,6,10,1.0,Montana,No,Travel_Rarely,Sales,3,Sales Executive,9241,No,12,3,Very High,High,High,Medium
622,Bachelor,Marketing,Female,Married,60,2,8,22,4.0,California,No,Travel_Frequently,Sales,3,Sales Executive,10266,No,19,5,High,Medium,Low,Very High
623,Bachelor,Medical,Female,Divorced,48,4,5,24,3.0,Suiza,No,Travel_Frequently,Research & Development,4,Manager,17174,No,11,3,Very High,High,Very High,Medium
624,Bachelor,Life Sciences,Male,Married,30,1,3,9,4.0,Noruega,No,Non-Travel,Research & Development,1,Laboratory Technician,2097,No,15,3,High,High,Very High,High
625,Bachelor,Life Sciences,Female,Single,40,2,9,22,7.0,Francia,No,Travel_Rarely,Research & Development,4,Manufacturing Director,13237,No,15,3,Medium,High,High,High
626,Bachelor,Life Sciences,Female,Married,39,0,1,13,8.0,Iowa,No,,Human Resources,2,Human Resources,5204,No,11,2,Very High,Medium,,High
627,,Life Sciences,Female,Married,52,0,2,31,2.0,Indiana,No,Travel_Rarely,Research & Development,4,Manager,16555,No,13,2,Very High,High,Very High,Very High
628,Master,Medical,Female,Married,29,1,2,9,9.0,Delaware,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2974,No,17,2,Very High,High,High,High
629,Master,Medical,Female,Married,35,2,0,4,3.0,Rumania,No,,Research & Development,1,Laboratory Technician,4014,Yes,15,3,High,High,Low,High
630,Doctor,Marketing,Female,Married,44,0,0,11,7.0,Alaska,No,Travel_Frequently,Sales,2,Sales Executive,4768,No,12,4,Low,High,High,High
631,Master,Life Sciences,Female,Divorced,29,1,3,11,4.0,Croacia,No,Travel_Rarely,Research & Development,1,Research Scientist,2514,No,22,1,High,High,Very High,Low
632,Bachelor,Life Sciences,Female,Married,46,1,1,23,8.0,Michigan,No,,Sales,4,Manager,16606,No,12,2,High,High,Medium,Very High
633,Master,Life Sciences,Female,Single,32,2,0,6,1.0,Indiana,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2837,No,13,3,High,Medium,,High
634,Bachelor,Other,Male,Divorced,27,0,6,7,1.0,Italia,No,Travel_Rarely,Research & Development,1,Laboratory Technician,4066,No,11,3,Very High,Medium,Low,Low
635,,Medical,Male,Married,29,1,2,10,1.0,Alemania,No,Travel_Rarely,Research & Development,2,Manufacturing Director,5056,Yes,15,2,Medium,Medium,Very High,High
636,Bachelor,Life Sciences,Female,Divorced,29,1,4,9,3.0,Montana,No,Travel_Rarely,Research & Development,4,Research Director,16124,No,14,2,Very High,Medium,Very High,Medium
637,,Marketing,Female,Divorced,30,0,0,8,,Noruega,No,Travel_Rarely,Sales,2,Sales Executive,4779,No,14,3,Very High,High,Low,Medium
638,Master,Technical Degree,Male,Divorced,36,0,6,12,4.0,Hungría,No,Non-Travel,Sales,2,Sales Executive,5079,No,13,3,Low,High,Very High,Very High
639,Bachelor,Medical,Male,Married,30,0,1,6,1.0,Wisconsin,No,Travel_Rarely,Research & Development,1,Research Scientist,2141,No,12,3,Medium,Medium,Medium,Medium
640,Bachelor,Other,Female,Married,36,0,3,10,0.0,Países Bajos,No,Travel_Rarely,Research & Development,2,Manufacturing Director,5228,No,15,2,High,High,Medium,Low
641,Bachelor,Medical,Female,Divorced,28,1,2,6,5.0,Bélgica,No,Travel_Rarely,Research & Development,1,Research Scientist,2377,No,18,2,High,High,High,Medium
642,Bachelor,Marketing,Female,Married,41,0,4,14,5.0,Indiana,No,,Sales,2,Sales Executive,4393,No,21,3,High,High,Medium,High
643,Bachelor,Life Sciences,Female,Married,32,4,5,14,1.0,Alabama,No,Travel_Rarely,Research & Development,2,Manufacturing Director,6162,No,12,3,High,Medium,High,High
644,,Medical,Female,Single,43,0,6,20,1.0,Francia,No,Travel_Rarely,Research & Development,2,Research Scientist,4081,Yes,14,3,Low,Medium,High,Low
645,Bachelor,Marketing,Female,Married,27,2,3,6,1.0,Texas,No,Travel_Rarely,Sales,2,Sales Executive,5769,Yes,11,3,Very High,Medium,,Very High
646,College,Life Sciences,Female,Married,40,0,0,18,2.0,Misuri,No,Travel_Rarely,Research & Development,2,Manufacturing Director,6516,Yes,16,3,Medium,High,Low,Medium
647,College,Medical,Male,Married,36,0,3,17,4.0,Indiana,No,Travel_Frequently,Research & Development,2,Laboratory Technician,2571,No,17,3,High,Very High,Very High,High
648,College,Technical Degree,Male,Married,59,0,3,14,3.0,Vermont,No,Travel_Rarely,Sales,3,Manager,11904,Yes,14,1,Medium,High,Very High,High
649,Bachelor,Marketing,Female,Married,43,1,8,22,5.0,Alemania,No,Travel_Rarely,Sales,4,Manager,16064,Yes,22,3,Very High,High,Very High,High
650,Bachelor,Life Sciences,Male,Married,34,0,0,9,2.0,Carolina del Norte,No,Travel_Rarely,Sales,3,Sales Executive,9713,Yes,13,3,High,High,Very High,Very High
651,Bachelor,Life Sciences,Female,Divorced,29,0,2,3,1.0,Grecia,No,Travel_Rarely,Research & Development,1,Research Scientist,3760,No,15,5,Low,High,Very High,Low
652,Master,Life Sciences,Female,Single,49,1,0,22,9.0,Italia,No,,Research & Development,5,Research Director,18665,Yes,11,4,High,High,,Very High
653,Bachelor,Life Sciences,Female,Married,25,0,0,5,0.0,Maryland,No,Travel_Rarely,Research & Development,2,Manufacturing Director,4898,No,12,3,Low,High,High,Very High
654,Master,Medical,Female,Single,32,6,6,10,9.0,Texas,No,Non-Travel,Research & Development,1,Laboratory Technician,4025,No,12,2,Very High,High,High,Medium
655,Bachelor,Life Sciences,Male,Single,44,0,3,7,3.0,Kentucky,No,Non-Travel,Research & Development,1,Laboratory Technician,3162,No,14,5,High,Medium,,Very High
656,College,Life Sciences,Male,Single,36,3,4,16,8.0,República Checa,No,Travel_Rarely,Research & Development,2,Laboratory Technician,5914,No,16,3,Very High,High,Medium,Very High
657,College,Technical Degree,Male,Married,50,0,1,18,3.0,Noruega,Yes,Travel_Frequently,Sales,2,Sales Executive,6796,Yes,14,4,Medium,High,High,Low
658,College,Marketing,Male,Married,26,0,4,6,1.0,Noruega,No,Travel_Rarely,Sales,2,Sales Executive,6272,No,20,5,Low,High,Medium,Very High
659,College,Other,Male,Married,29,0,2,10,4.0,Illinois,No,Travel_Rarely,Research & Development,2,Laboratory Technician,4025,Yes,13,2,Very High,Medium,Medium,Low
660,Bachelor,Life Sciences,Female,Single,33,1,2,6,0.0,Austria,No,Travel_Rarely,Research & Development,2,Healthcare Representative,6949,No,14,3,Medium,Medium,,Low
661,Bachelor,Life Sciences,Male,Single,38,1,7,10,0.0,Massachusetts,No,Travel_Frequently,Research & Development,3,Manufacturing Director,9526,No,21,2,Very High,Medium,High,Medium
662,Bachelor,Marketing,Male,Married,37,1,0,17,4.0,Rhode Island,No,Travel_Rarely,Sales,2,Sales Executive,9602,Yes,11,3,Very High,High,High,High
663,,Life Sciences,Female,Married,30,7,3,12,2.0,Francia,No,Travel_Rarely,Sales,3,Sales Executive,9419,No,12,2,Medium,High,Very High,High
