,Education,EducationField,Gender,MaritalStatus,Age,EmployeeId,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,Country,Attrition,BusinessTravel,Department,JobLevel,JobRole,MonthlyIncome,OverTime,PercentSalaryHike,TrainingTimesLastYear,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,RelationshipSatisfaction
409,Master,Marketing,Female,Single,36,f13a6b98-5e68-4cca-936b-b89c7a831d80,3,0,0,15,3.0,Países Bajos,No,Travel_Rarely,Sales,2,Sales Executive,9278,Yes,16,3,Low,High,Medium,Very High
410,Bachelor,Medical,Female,Single,39,a863c292-1126-4004-bf7b-6587ef50a642,13,2,7,21,1.0,Nebraska,No,Travel_Frequently,Research & Development,3,Manufacturing Director,10880,Yes,13,2,Very High,High,Low,High
411,Bachelor,Life Sciences,Male,Married,46,c400935a-f457-4ead-a3c9-ef307d86a9da,13,0,0,26,6.0,Suiza,No,Travel_Rarely,Research & Development,4,Research Director,17861,No,13,2,Low,High,,High
412,,Life Sciences,Female,Married,45,d7e09583-0c84-48f9-8d9f-48517d06cc49,12,0,0,5,2.0,Portugal,Yes,Travel_Frequently,Sales,2,Sales Executive,4286,No,14,4,Low,High,Low,Very High
413,Bachelor,Medical,Male,Married,38,91cd21d6-b12e-4d0d-b377-755a46ec2ff3,18,1,0,7,4.0,Alemania,Yes,Travel_Rarely,Research & Development,2,Manufacturing Director,4855,No,11,2,High,High,Medium,Low
414,College,Other,Male,Divorced,35,3d1a499d-2d96-44ed-9cd2-109123ce95be,10,0,0,1,1.0,Carolina del Sur,No,Travel_Rarely,Research & Development,1,Laboratory Technician,1951,No,12,3,High,High,Very High,High
415,College,Life Sciences,Male,Divorced,46,e4b9cdff-725d-4367-be10-1a125f6772ca,15,4,7,12,3.0,Bélgica,No,Travel_Rarely,Research & Development,3,Manufacturing Director,8578,No,14,4,Very High,High,Very High,High
416,Master,Life Sciences,Male,Single,32,0eabb6b3-3751-4363-8aa6-de48dbe76685,5,0,0,1,1.0,Francia,Yes,Travel_Rarely,Research & Development,1,Laboratory Technician,2795,Yes,24,2,Low,High,,High
417,Master,Life Sciences,Male,Divorced,30,d085af12-50ec-47ed-8ec0-0526fe2fe8d2,8,0,3,8,8.0,Utah,No,Travel_Rarely,Sales,2,Sales Executive,4115,No,19,3,High,High,Low,High
418,Master,Life Sciences,Male,Married,47,6bb89ba4-1bc7-4980-a639-86c28c47031f,0,5,8,10,1.0,Minnesota,Yes,Non-Travel,Research & Development,3,Manager,11849,Yes,12,2,Low,High,Medium,Very High
419,Bachelor,Human Resources,Male,Married,36,cb3abedc-5720-4bd7-9116-ab033d228607,1,0,3,8,4.0,Maryland,No,Travel_Rarely,Human Resources,1,Human Resources,2143,No,13,2,High,High,Medium,
420,College,Life Sciences,Male,Single,21,574a6a08-e628-4aab-a6cb-d3d0ad87c566,14,0,0,0,1.0,Pensilvania,No,Travel_Rarely,Research & Development,1,Research Scientist,1232,No,14,6,High,High,Very High,Very High
421,College,Life Sciences,Male,Divorced,33,af13edfd-0b70-4c4d-aa00-6bfdfdef6774,3,2,1,9,1.0,Alemania,No,Travel_Frequently,Research & Development,2,Healthcare Representative,5968,No,20,2,Very High,High,High,High
422,Master,Medical,Male,Married,51,a3dd7bdb-e600-439e-8386-8f5038bb3cb0,13,0,0,10,2.0,Nuevo México,No,Travel_Rarely,Research & Development,2,Manufacturing Director,6132,No,17,2,Medium,Medium,,
423,Below College,Technical Degree,Male,Married,25,9d5bf57c-3ebf-4991-ac71-a6486f1322fc,0,2,0,7,1.0,Croacia,Yes,Travel_Rarely,Research & Development,1,Laboratory Technician,3691,Yes,15,3,Very High,High,Very High,Medium
424,,Life Sciences,Female,Single,32,876c0b3f-69e1-4abd-875c-9edcfdc74a02,8,0,0,8,3.0,Suecia,Yes,Travel_Frequently,Research & Development,1,Research Scientist,2432,Yes,14,2,Low,Very High,High,Low
425,Bachelor,Medical,Male,Divorced,51,3b16ef94-662d-4f53-8c4a-d62cb8ad368d,3,1,2,13,5.0,Misisipi,No,Travel_Rarely,Research & Development,2,Manufacturing Director,5482,No,18,3,Very High,Low,Medium,Very High
426,Master,Marketing,Female,Divorced,24,68812f8d-79da-44c0-80a8-8c682e93f856,12,0,2,5,1.0,Alemania,No,Travel_Rarely,Sales,2,Sales Executive,4260,Yes,12,2,Very High,High,High,Very High
427,Master,Technical Degree,Male,Married,34,8a833d06-1c52-49b1-a6ec-4f0fb1214952,14,6,1,8,1.0,Nebraska,No,Travel_Frequently,Research & Development,2,Healthcare Representative,5063,No,14,3,Very High,Medium,High,Medium
428,Master,Life Sciences,Male,Single,40,f63829b8-8a24-4b60-a552-2795f6ec10bf,10,1,2,8,2.0,Misisipi,No,,Research & Development,1,Research Scientist,2809,No,14,2,High,Medium,High,Very High
429,Master,Life Sciences,Female,Married,48,8bd8d39d-4df6-4bbd-83a6-b6b542815ac4,4,0,2,21,7.0,Connecticut,No,Travel_Rarely,Research & Development,4,Manager,15402,No,11,3,Very High,Medium,,Low
430,Master,Medical,Male,Single,59,da3d2b40-9898-4ba3-92fd-28962ddb00ae,14,3,1,25,6.0,Croacia,No,Travel_Rarely,Research & Development,3,Manufacturing Director,10512,No,12,6,Very High,High,Very High,Very High
431,Doctor,Marketing,Male,Divorced,36,4d43745c-cb89-40c0-9350-8b91b60d9c8e,11,1,2,16,5.0,Iowa,Yes,Travel_Rarely,Sales,2,Sales Executive,6134,Yes,13,3,Medium,Medium,Low,Medium
432,Bachelor,Medical,Male,Married,46,a8793002-8627-4401-8f8b-1d49242ece52,15,8,5,21,2.0,Misisipi,No,Travel_Frequently,Research & Development,3,Healthcare Representative,10673,Yes,13,5,High,Medium,Low,High
433,,Life Sciences,Male,Married,30,82e5f949-1deb-430c-8b26-ed52df6cfe37,15,1,6,11,1.0,Arizona,No,Travel_Rarely,Research & Development,2,Healthcare Representative,4152,No,19,3,High,Medium,Very High,Low
434,Master,Medical,Female,Divorced,39,f746a354-38eb-432c-8c34-b52ec6d8e858,6,6,2,21,6.0,Alabama,No,Travel_Rarely,Research & Development,4,Manager,17123,Yes,13,4,High,Medium,Medium,Very High
435,Master,Marketing,Male,Married,47,614e2bcc-d49d-48a9-9c6d-dc54d2b60653,8,0,0,4,7.0,Austria,No,Non-Travel,Sales,2,Sales Executive,4978,No,11,3,High,High,Medium,Very High
436,Master,Life Sciences,Male,Divorced,31,2a84052e-a46d-4bb6-aecc-1bce8bcf165f,2,0,1,3,0.0,España,No,Travel_Rarely,Research & Development,1,Research Scientist,2695,Yes,18,2,High,High,Very High,Medium
437,Bachelor,Life Sciences,Male,Married,36,935ff01b-cf99-4092-a041-42b851cdb2c1,9,9,10,16,0.0,Rumania,No,Travel_Rarely,Research & Development,1,Laboratory Technician,3210,No,11,4,Very High,High,Very High,High
438,Below College,Medical,Female,Married,46,114d94c7-27b7-4bfa-bde7-f336a26c3003,10,0,1,28,5.0,New Hampshire,No,Travel_Frequently,Research & Development,3,Healthcare Representative,10527,No,11,3,Low,High,High,Very High
439,Bachelor,Marketing,Female,Single,32,0add4c6f-9983-4695-a801-369222c5021a,11,0,5,9,1.0,Nueva Jersey,No,Travel_Frequently,Sales,3,Sales Executive,8998,No,14,2,Medium,High,Very High,Very High
440,College,Medical,Male,Single,31,f6b26eae-a8cd-46b2-825e-6b8b531ab61b,15,0,4,6,0.0,Oregón,Yes,Travel_Frequently,Research & Development,1,Laboratory Technician,3479,No,11,2,High,Medium,Medium,Medium
441,,Life Sciences,Female,Divorced,40,0a80c1dc-5ee8-46bc-a08f-2c93d8f83a50,8,0,2,12,4.0,Nebraska,No,Travel_Rarely,Research & Development,2,Healthcare Representative,6513,No,17,3,High,High,Very High,Very High
442,Below College,Medical,Female,Married,48,b72691fb-6b6b-49cf-924c-c0212c986023,7,0,0,15,3.0,Croacia,No,Travel_Rarely,Sales,3,Manager,12504,No,21,3,Low,High,High,Medium
443,College,Medical,Male,Married,30,135df947-e45a-41f9-bdd2-db14e08e5a30,16,1,5,12,1.0,Croacia,No,Travel_Rarely,Research & Development,1,Laboratory Technician,3748,No,13,6,Very High,High,Medium,High
444,Master,Marketing,Male,Divorced,34,a9e99571-78f9-45d0-95f9-7b2c2ee21d59,5,0,0,16,0.0,Maine,No,Travel_Rarely,Sales,2,Sales Executive,9725,No,11,2,Medium,Very High,Very High,Very High
445,Bachelor,Medical,Female,Single,19,899465d8-79cd-461a-9433-af4a10d23329,1,0,0,1,1.0,Nueva Jersey,Yes,Non-Travel,Research & Development,1,Research Scientist,1859,Yes,25,2,Low,Medium,Medium,Medium
446,Bachelor,Life Sciences,Female,Single,59,43a3d2d6-7383-4f52-be35-dc7e5065766d,0,1,3,28,7.0,Reino Unido,No,,Sales,3,Sales Executive,7637,No,11,3,Low,High,Low,Very High
447,Bachelor,Life Sciences,Male,Married,30,ebf74e97-fa4e-477b-98f4-f82633264a23,7,3,2,10,1.0,Massachusetts,Yes,,Sales,2,Sales Executive,9714,No,11,4,Medium,Medium,,Very High
448,Master,Marketing,Female,Married,36,05e5b4aa-2b30-4e23-b9c1-2d5685744956,2,0,0,8,4.0,Rumania,No,Travel_Rarely,Sales,2,Sales Executive,6652,No,13,2,Medium,Medium,Very High,Low
449,Master,Other,Male,Married,38,887a1a56-4555-48b8-aa6c-f8c5e4bdbce3,16,2,0,8,3.0,Carolina del Norte,No,Travel_Frequently,Research & Development,1,Research Scientist,2821,No,16,2,High,High,,
450,Master,Life Sciences,Male,Married,58,be14abc8-be0b-4fdc-9320-897f5229f5ba,14,2,2,23,2.0,Polonia,No,Travel_Frequently,Research & Development,4,Research Director,15787,Yes,14,3,Low,High,High,Medium
451,Bachelor,Marketing,Female,Married,46,17339987-38dd-4faa-b4e1-29b23f70d290,5,0,1,28,8.0,Nevada,No,Travel_Rarely,Sales,4,Manager,17048,No,23,2,High,High,Low,Low
452,Bachelor,Medical,Male,Divorced,33,e994eff8-75e0-4802-b820-14d11265229a,14,0,6,9,1.0,Reino Unido,No,Travel_Rarely,Sales,2,Sales Executive,4037,No,22,5,Low,Very High,Low,Low
453,Bachelor,Other,Female,Single,28,f2334a2a-bb8c-423a-b1ed-04f85a62548f,17,1,1,10,3.0,Suiza,No,Travel_Rarely,Research & Development,2,Research Scientist,3660,No,13,4,High,High,High,Very High
454,Master,Life Sciences,Female,Married,33,8703a0f6-8589-4695-b19a-b76717f4e837,17,0,0,8,1.0,Noruega,No,Travel_Frequently,Research & Development,1,Research Scientist,2909,Yes,11,3,Very High,High,High,High
455,Bachelor,Life Sciences,Female,Married,50,0a7ca52d-81a5-4c4c-a46f-8d70e43c1530,16,0,3,28,3.0,Polonia,No,Travel_Frequently,Research & Development,5,Research Director,18172,Yes,19,1,Low,High,Medium,Low
456,Bachelor,Medical,Male,Married,55,2644569f-67eb-48ea-9ad4-adb100213b1d,6,1,3,24,5.0,Suecia,Yes,Travel_Rarely,Research & Development,5,Manager,19859,Yes,13,2,Very High,High,,Very High
457,Bachelor,Medical,Female,Divorced,55,d3cfa2ff-cd35-4ff3-9644-a6d4791f4117,0,0,0,21,2.0,Polonia,No,Travel_Rarely,Research & Development,4,Manager,14756,Yes,14,2,Very High,High,High,High
458,Bachelor,Technical Degree,Male,Single,26,c92c9bd3-8f2f-4540-8e63-5dd28991d855,11,0,1,6,6.0,Texas,Yes,Travel_Rarely,Sales,2,Sales Executive,5326,No,17,2,Very High,Medium,Low,High
459,College,Medical,Male,Divorced,22,31603334-23f9-46ae-96b8-f95df33b94db,9,0,0,1,1.0,Francia,No,Non-Travel,Research & Development,1,Laboratory Technician,2935,Yes,13,2,Very High,Very High,Very High,Medium
460,Bachelor,Life Sciences,Female,Single,55,f0af8fa0-3697-41ca-8211-493673b25929,9,1,1,30,2.0,República Checa,No,Travel_Rarely,Research & Development,4,Manager,16659,Yes,13,2,High,High,Very High,High
461,College,Medical,Male,Divorced,32,7809e9f0-2995-4816-a11d-29eb3cfe73c2,4,0,1,9,0.0,Italia,No,Travel_Frequently,Sales,2,Sales Executive,4668,No,17,2,Very High,Low,Very High,Very High
462,College,Life Sciences,Female,Divorced,26,43b94940-747b-4c93-ab82-2d48fc48ac92,13,1,0,5,3.0,Italia,No,Travel_Frequently,Research & Development,1,Laboratory Technician,4364,No,14,2,Low,Low,,Low
463,,Life Sciences,Female,Married,56,67dcf48b-0e12-45d7-b22b-b93292174d5a,14,1,0,5,2.0,Tennessee,No,Travel_Rarely,Research & Development,1,Research Scientist,2066,No,22,3,Low,High,Low,Very High
464,Bachelor,Technical Degree,Male,Divorced,55,2eb0665f-6864-4854-9665-8dc0b807d02e,14,0,2,8,5.0,Carolina del Norte,No,Travel_Rarely,Research & Development,1,Research Scientist,3537,No,12,1,Low,Medium,,Very High
465,College,Life Sciences,Male,Married,43,f501db4e-90d4-4213-aa4c-d177cb9ddbc2,11,0,0,22,6.0,Vermont,No,Travel_Rarely,Research & Development,4,Research Director,17159,No,24,3,Medium,High,Low,High
466,Master,Life Sciences,Female,Divorced,31,40adca99-d197-4d02-a84c-6aa67fe6ff20,4,6,3,10,1.0,Iowa,No,Non-Travel,Sales,3,Sales Executive,9852,Yes,19,5,Very High,High,High,Low
467,Master,Life Sciences,Female,Married,34,dedb0c0c-6789-455a-8f72-c41d00caffe5,5,0,0,1,1.0,Rumania,No,Travel_Rarely,Sales,1,Sales Representative,2220,Yes,19,2,High,High,High,Very High
468,College,Life Sciences,Female,Single,25,b286dd30-9e64-45c5-aa6d-093c13ceedc7,12,1,0,5,1.0,Países Bajos,No,Travel_Rarely,Sales,2,Sales Executive,4487,Yes,11,3,Medium,Medium,,Medium
469,,Life Sciences,Male,Married,23,5c438d1f-e952-4efa-a757-c4e1a404e1e2,2,0,0,1,1.0,Hungría,Yes,Travel_Rarely,Research & Development,1,Laboratory Technician,1601,Yes,21,2,High,Very High,Low,High
470,Bachelor,Life Sciences,Female,Married,36,920a4a84-42e8-43eb-b1ca-565763c2166d,0,1,2,6,4.0,Maine,No,Travel_Rarely,Research & Development,1,Research Scientist,2543,No,13,3,Very High,High,,Medium
471,,Life Sciences,Female,Married,36,88e35b31-5e1e-407a-bf4b-99748a9455de,12,0,1,7,9.0,Italia,No,Travel_Rarely,Research & Development,2,Manufacturing Director,4663,Yes,12,2,High,High,High,
472,Bachelor,Medical,Male,Divorced,37,79c8f4c7-8828-4bb9-9c22-f179b55c34c0,6,2,1,13,4.0,Alabama,No,Travel_Rarely,Research & Development,2,Research Scientist,5974,Yes,13,2,High,Very High,Low,Low
473,Master,Other,Male,Divorced,39,ff49e5ed-a9d4-4d66-80c8-cec81ccc3d72,7,1,1,7,8.0,Dakota del Sur,No,Travel_Rarely,Research & Development,2,Research Scientist,3902,No,14,2,Very High,High,Very High,
474,Bachelor,Technical Degree,Male,Married,47,998db713-1f27-4ffe-b93a-fd7625068539,0,1,2,17,7.0,Bélgica,No,Travel_Rarely,Research & Development,1,Research Scientist,3420,No,12,2,Low,High,Very High,High
475,Master,Life Sciences,Female,Divorced,46,6d43ee89-dce6-4655-9fac-9bd0f3e736b4,13,1,0,19,8.0,Países Bajos,No,Travel_Rarely,Research & Development,2,Research Scientist,4615,Yes,23,2,Very High,Medium,Low,Low
476,Bachelor,Medical,Female,Married,37,d3eacc18-801c-4b36-a52a-c0242aa573e4,12,0,3,8,1.0,Nueva Jersey,No,Travel_Rarely,Research & Development,1,Research Scientist,3936,No,11,2,Medium,High,Medium,Low
477,Below College,Life Sciences,Male,Married,24,4bfeb09d-56e9-4c59-a424-8d533df16b3b,12,0,0,6,0.0,Portugal,No,Non-Travel,Research & Development,1,Laboratory Technician,3162,No,17,2,Low,Medium,,Very High
478,,Life Sciences,Female,Married,24,6d9272bb-2174-4010-b9d2-3764f68f10eb,5,0,0,1,1.0,California,Yes,Travel_Rarely,Research & Development,1,Laboratory Technician,2210,No,13,3,Very High,High,Medium,Low
479,Bachelor,Medical,Male,Divorced,39,79379be6-1e15-461d-8ee6-0b8d5e9297b1,6,0,0,19,0.0,Alemania,No,Travel_Rarely,Research & Development,3,Healthcare Representative,9613,No,17,5,High,Very High,Very High,Low
480,,Life Sciences,Female,Married,43,91353b11-3e73-4e07-83ae-cf26216c2634,2,0,0,10,8.0,Italia,No,Travel_Rarely,Research & Development,3,Healthcare Representative,9985,No,16,1,High,High,Low,Low
481,Master,Marketing,Female,Single,49,32095524-4769-4d15-8646-993734a71fda,11,0,0,8,3.0,Nueva Jersey,No,Travel_Rarely,Sales,2,Sales Executive,4507,No,12,1,Very High,High,Very High,High
482,Bachelor,Other,Male,Single,34,5e5ef9c5-1d5f-44e8-9126-37f70585ab0c,10,1,5,15,3.0,Vermont,No,Travel_Rarely,Sales,2,Sales Executive,4759,No,18,2,Very High,Low,Low,Very High
483,Master,Life Sciences,Male,Single,46,d53ed6fa-fc3d-419a-96d7-8ace0e4e8c98,16,0,6,27,1.0,Italia,No,Travel_Rarely,Sales,4,Manager,17567,No,15,5,Very High,Very High,Low,Medium
484,Master,Technical Degree,Male,Married,49,0dfb0c20-0862-4fb6-8f43-a2be2a8b9139,13,0,2,20,2.0,Noruega,No,Travel_Rarely,Research & Development,2,Healthcare Representative,6651,No,14,0,Low,High,High,Medium
485,Master,Life Sciences,Male,Single,56,d38d5d2d-970d-49a1-b4cd-cb24260903ee,2,0,7,36,6.0,Kansas,No,Travel_Rarely,Human Resources,5,Manager,19717,No,14,4,Very High,High,Medium,Low
486,,Life Sciences,Male,Single,49,876cb7b3-a980-4dd4-b0b7-c997e9912314,12,0,0,23,4.0,Colorado,No,,Research & Development,4,Manager,15379,No,14,2,High,High,,Low
487,Below College,Life Sciences,Male,Single,34,d8117fb2-fa89-49e7-829d-3ce6e0c2c9dc,8,0,4,7,0.0,Austria,No,Travel_Frequently,Research & Development,2,Healthcare Representative,7756,No,17,1,Low,High,Very High,High
488,Below College,Technical Degree,Male,Divorced,42,24ccc0a0-927a-4d87-8e3e-1d08eef49c21,14,0,0,4,0.0,Utah,No,Travel_Rarely,Human Resources,1,Human Resources,2696,Yes,11,5,High,High,High,High
489,Bachelor,Medical,Male,Married,31,bb4456d6-8dab-4f21-bdef-0a93bc620fde,2,1,2,2,1.0,Noruega,Yes,Travel_Frequently,Research & Development,1,Laboratory Technician,2610,No,12,5,High,High,High,High
490,College,Medical,Male,Married,34,5febee4e-29c8-4518-a0d4-bc1b3407be58,14,3,2,15,1.0,Carolina del Norte,No,Travel_Rarely,Research & Development,2,Laboratory Technician,3986,No,14,3,Medium,Medium,Very High,High
491,Master,Life Sciences,Female,Married,39,0886ecbd-6908-4a91-8a55-c726ec390b95,1,0,1,10,6.0,Nebraska,No,,Sales,2,Sales Executive,5736,No,19,1,Low,Low,High,High
492,Below College,Medical,Female,Single,40,482929c3-e7ab-450d-a1db-544f250cee88,14,2,3,5,0.0,Dinamarca,No,Travel_Rarely,Research & Development,1,Research Scientist,2342,Yes,20,2,Very High,Medium,Very High,Very High
493,Bachelor,Life Sciences,Female,Single,38,b51d1041-b80e-44b3-9e56-dd2bb58b59ed,15,0,1,8,2.0,República Checa,No,Travel_Rarely,Sales,2,Sales Executive,4198,No,12,5,Medium,High,Medium,Medium
494,Bachelor,Medical,Female,Single,18,1ab75b7b-fe56-4432-abec-c0bc5419c2b4,9,0,0,0,1.0,Maine,No,Travel_Rarely,Sales,1,Sales Representative,1200,No,12,2,Very High,Medium,High,Low
495,Master,Other,Male,Married,29,2a01111c-1864-4bd8-b425-38261d03c340,7,0,6,7,1.0,Suecia,Yes,,Research & Development,1,Laboratory Technician,2119,Yes,11,4,Medium,Low,,Very High
496,Master,Life Sciences,Male,Married,36,d56736ce-e688-43a3-9559-b2dfa51a58fd,1,0,1,9,3.0,España,No,Travel_Frequently,Research & Development,2,Laboratory Technician,5562,Yes,13,3,Low,Very High,Low,Very High
497,College,Life Sciences,Female,Single,21,9eebfcf1-0294-4b90-8a45-6c5a0171e34e,16,2,2,2,1.0,Austria,Yes,Travel_Frequently,Research & Development,1,Laboratory Technician,2625,No,20,2,Low,Medium,High,High
498,,Other,Male,Single,49,ddaa9bbb-922d-43a8-8f6a-f782b45e4cbc,0,0,0,26,8.0,Polonia,No,,Research & Development,3,Healthcare Representative,10965,No,24,2,Medium,Medium,,High
499,Doctor,Life Sciences,Female,Single,42,b4f5e756-cabd-4080-a35e-2c285a260e19,0,0,0,16,2.0,Carolina del Sur,No,Travel_Rarely,Research & Development,4,Research Director,15992,No,14,2,Low,High,Very High,Medium
500,Bachelor,Life Sciences,Female,Married,35,aa92e5e6-e44e-418a-b3b4-8e747e7edb7b,6,5,14,17,1.0,Michigan,No,Travel_Rarely,Research & Development,3,Manufacturing Director,10685,Yes,20,2,Very High,Medium,,Medium
501,Below College,Medical,Male,Single,23,7d15903e-cf4b-4fde-9f00-9d90e3b8802b,11,0,1,2,1.0,Países Bajos,No,Travel_Rarely,Research & Development,1,Research Scientist,3505,No,18,3,Low,Very High,High,Very High
502,Bachelor,Life Sciences,Male,Single,35,0b998463-8674-4eb2-ab7a-fbb265d7a6be,8,3,0,6,0.0,Finlandia,No,Travel_Rarely,Research & Development,1,Laboratory Technician,4230,No,15,2,Very High,Low,High,High
503,Bachelor,Life Sciences,Male,Single,41,f7574ef7-f545-4689-90e5-6cfc450ee573,10,0,2,11,3.0,Suecia,No,Travel_Rarely,Research & Development,2,Healthcare Representative,6870,No,12,3,Medium,Very High,Medium,Low
504,Bachelor,Life Sciences,Male,Married,25,1a5fdc80-1930-4f29-987e-94f2fdb5550e,1,1,0,6,2.0,Kansas,No,Travel_Rarely,Sales,2,Sales Executive,8639,No,18,3,Low,Medium,High,Very High
505,,Marketing,Male,Single,27,607db852-6cc6-47b4-8598-ef1376b30fcf,3,0,1,7,1.0,Carolina del Sur,No,Travel_Rarely,Sales,2,Sales Executive,4105,No,14,5,Very High,High,Very High,Low
506,Bachelor,Medical,Male,Married,34,e6891ed8-90ca-40a9-a7df-a21d12cb0692,9,5,5,10,4.0,Croacia,No,Travel_Rarely,Research & Development,2,Laboratory Technician,5429,No,13,1,Medium,High,High,Low
507,Master,Technical Degree,Female,Single,39,db2c853e-f517-4677-9ad6-39862fc1f4b6,4,11,4,20,1.0,Connecticut,No,Travel_Rarely,Research & Development,2,Healthcare Representative,4553,No,11,4,Very High,Medium,High,Low
508,Bachelor,Medical,Male,Single,33,d95d91d8-f346-4099-a7e2-8f8bf3a208ff,11,2,2,5,4.0,Austria,Yes,Travel_Rarely,Research & Development,1,Research Scientist,2313,Yes,20,0,Low,Medium,Medium,Medium
509,Master,Life Sciences,Male,Married,40,0fc38ed0-0a77-4f77-bf81-c3929434dbcc,0,10,9,22,1.0,Polonia,No,Travel_Frequently,Research & Development,4,Healthcare Representative,13503,No,22,3,High,Medium,Medium,Very High
510,Master,Technical Degree,Male,Married,40,a288663e-d8ca-4e3a-a05e-12ea0a4c2483,0,6,1,14,4.0,Alaska,No,Travel_Rarely,Research & Development,3,Healthcare Representative,10322,No,20,6,Low,High,Very High,Very High
511,,Medical,Female,Single,27,a9046d9a-73ca-4329-a00d-968c6b3c35a5,12,1,1,6,1.0,Rhode Island,No,Travel_Rarely,Research & Development,1,Research Scientist,3445,No,11,5,High,High,Very High,High
512,Bachelor,Medical,Female,Single,20,19863033-9562-4c79-b755-8a99c47d89c4,9,0,0,1,1.0,Kentucky,Yes,Travel_Rarely,Research & Development,1,Research Scientist,2600,Yes,15,2,Very High,Medium,Low,Low
513,College,Life Sciences,Male,Divorced,40,b36dfaca-b9ae-485c-a58b-122206b1414d,12,2,0,8,3.0,Bélgica,No,Non-Travel,Research & Development,2,Healthcare Representative,4069,Yes,18,2,Very High,High,Very High,High
514,College,Medical,Female,Married,30,2503ef1e-cea8-4ab2-a2b6-095b95242280,2,1,0,11,1.0,Suiza,No,Travel_Rarely,Research & Development,2,Research Scientist,5775,No,13,2,Very High,High,Very High,Very High
515,Master,Life Sciences,Female,Divorced,26,9c33d1d9-153a-4d16-ba09-31869a259c58,15,0,0,8,0.0,Michigan,Yes,Travel_Frequently,Human Resources,1,Human Resources,2741,Yes,11,2,Medium,High,High,Medium
516,College,Life Sciences,Male,Married,31,74e59966-cd3e-4f66-ba82-75dc406495d9,3,0,1,3,0.0,Arkansas,No,Travel_Rarely,Sales,1,Sales Representative,3067,No,19,1,Low,High,High,High
517,College,Life Sciences,Female,Married,27,08f2babb-64f8-43d5-bb72-f4927762a4dd,15,0,7,9,1.0,Nueva York,No,Travel_Rarely,Research & Development,3,Manufacturing Director,7412,No,11,3,High,High,Low,Very High
